gauge_id,sand_perc,sand_perc_missing,silt_perc,silt_perc_missing,clay_perc,clay_perc_missing,organic_perc,organic_perc_missing,bulkdens,bulkdens_missing,bulkdens_5,bulkdens_50,bulkdens_95,tawc,tawc_missing,tawc_5,tawc_50,tawc_95,porosity_cosby,porosity_cosby_missing,porosity_cosby_5,porosity_cosby_50,porosity_cosby_95,porosity_hypres,porosity_hypres_missing,porosity_hypres_5,porosity_hypres_50,porosity_hypres_95,conductivity_cosby,conductivity_cosby_missing,conductivity_cosby_5,conductivity_cosby_50,conductivity_cosby_95,conductivity_hypres,conductivity_hypres_missing,conductivity_hypres_5,conductivity_hypres_50,conductivity_hypres_95,root_depth,root_depth_missing,root_depth_5,root_depth_50,root_depth_95,soil_depth_pelletier,soil_depth_pelletier_missing,soil_depth_pelletier_5,soil_depth_pelletier_50,soil_depth_pelletier_95
2002,41.70,1.52,24.41,1.52,33.89,1.52,16.63,1.52,0.82,1.52,0.28,1.14,1.65,151.02,1.52,33.89,97.81,235.65,43.32,1.52,38.04,43.60,45.57,63.47,1.52,33.00,55.00,81.00,0.90,1.52,0.52,1.15,6.21,1.14,1.52,0.53,2.10,3.13,1.15,1.52,0.50,1.30,1.30,2.10,0.00,1.00,1.00,14.00
21003,65.19,0.57,21.23,0.57,13.58,0.57,2.89,0.57,1.48,0.57,0.28,1.51,1.74,76.53,0.57,33.89,68.44,235.65,40.74,0.57,37.89,40.10,43.82,40.62,0.57,32.00,39.00,81.00,2.43,0.57,1.15,3.48,6.80,1.52,0.57,1.27,1.45,3.13,0.94,0.57,0.50,1.30,1.30,1.56,0.43,0.00,1.00,2.00
21006,61.95,0.46,23.05,0.46,15.00,0.46,3.72,0.46,1.41,0.46,0.28,1.42,1.73,82.29,0.46,33.89,88.01,235.65,41.15,0.46,37.94,42.80,43.82,42.92,0.46,32.00,44.00,81.00,2.17,0.46,1.15,2.24,6.73,1.54,0.46,1.27,1.45,3.13,0.96,0.46,0.50,1.30,1.30,1.26,0.38,0.00,1.00,1.00
21008,47.53,0.17,29.44,0.17,23.03,0.17,6.19,0.17,1.24,0.17,0.28,1.38,1.74,114.07,0.17,33.89,97.81,235.65,42.90,0.17,37.89,43.60,43.84,49.44,0.17,32.00,45.00,81.00,1.43,0.17,1.15,1.39,6.80,1.44,0.17,1.27,1.36,3.13,1.22,0.17,0.50,1.30,1.30,1.53,0.01,1.00,1.00,2.00
21009,53.00,0.30,27.63,0.30,19.36,0.30,3.82,0.30,1.35,0.30,0.28,1.40,1.73,95.00,0.30,33.89,95.39,235.65,42.26,0.30,37.94,43.55,43.97,45.53,0.30,32.00,44.00,81.00,1.70,0.30,1.15,1.59,6.73,1.47,0.30,1.27,1.43,3.13,1.09,0.30,0.50,1.30,1.30,3.27,0.25,1.00,1.00,21.00
21011,66.37,1.29,18.74,1.29,14.89,1.29,3.34,1.29,1.45,1.29,0.28,1.53,1.73,78.36,1.29,33.89,88.01,235.65,40.53,1.29,37.94,40.10,43.82,41.46,1.29,32.00,39.00,81.00,2.36,1.29,1.15,3.54,6.73,1.57,1.29,1.27,1.52,3.13,0.96,1.29,0.50,1.30,1.30,0.97,0.00,1.00,1.00,1.00
21012,56.59,0.00,24.50,0.00,18.91,0.00,5.66,0.00,1.32,0.00,0.28,1.42,1.74,101.32,0.00,33.89,95.39,235.65,41.77,0.00,37.89,43.47,43.83,46.27,0.00,32.00,44.00,81.00,1.78,0.00,1.15,1.62,6.80,1.56,0.00,1.27,1.43,3.13,1.12,0.00,0.50,1.30,1.30,0.99,0.00,1.00,1.00,1.00
21013,55.54,0.00,27.60,0.00,16.86,0.00,2.56,0.00,1.42,0.00,1.10,1.42,1.74,88.01,0.00,33.89,95.39,108.92,41.99,0.00,37.89,43.47,43.82,43.26,0.00,32.00,44.00,52.00,1.92,0.00,1.34,1.62,6.80,1.50,0.00,1.27,1.43,2.28,1.09,0.00,0.50,1.30,1.30,1.05,0.14,1.00,1.00,1.00
21015,43.78,0.00,34.73,0.00,21.49,0.00,5.15,0.00,1.21,0.00,0.28,1.38,1.42,110.45,0.00,55.12,102.07,235.65,43.49,0.00,42.75,43.64,43.83,50.22,0.00,44.00,45.00,81.00,1.49,0.00,1.15,1.39,2.31,1.57,0.00,1.34,1.43,3.13,1.17,0.00,0.50,1.30,1.30,1.43,0.00,1.00,1.00,1.00
21016,41.96,0.00,34.38,0.00,23.66,0.00,0.56,0.00,1.39,0.00,1.37,1.38,1.42,99.62,0.00,95.39,102.07,102.07,43.66,0.00,43.47,43.74,43.83,44.74,0.00,44.00,45.00,45.00,1.42,0.00,1.34,1.39,1.62,1.36,0.00,1.34,1.36,1.43,1.30,0.00,1.30,1.30,1.30,4.03,0.01,1.00,1.00,23.00
21017,75.95,0.00,12.36,0.00,11.69,0.00,1.74,0.00,1.55,0.00,1.14,1.65,1.65,64.48,0.00,33.89,33.89,97.81,39.28,0.00,38.04,38.04,43.60,37.40,0.00,33.00,33.00,55.00,3.60,0.00,1.15,6.21,6.21,1.70,0.00,1.52,2.10,2.10,0.90,0.00,0.50,0.50,1.30,0.98,0.00,1.00,1.00,1.00
21018,53.83,0.00,28.05,0.00,18.12,0.00,2.73,0.00,1.41,0.00,0.28,1.42,1.74,95.13,0.00,33.89,95.39,235.65,42.19,0.00,37.89,43.47,43.83,43.58,0.00,32.00,44.00,81.00,1.82,0.00,1.15,1.62,6.80,1.46,0.00,1.27,1.43,3.13,1.18,0.00,0.50,1.30,1.30,2.51,0.00,1.00,1.00,18.00
21022,48.00,0.00,29.58,0.00,22.42,0.00,4.31,0.00,1.29,0.00,0.28,1.38,1.65,105.65,0.00,33.89,97.81,235.65,42.85,0.00,38.04,43.74,44.36,47.53,0.00,33.00,45.00,81.00,1.49,0.00,1.15,1.39,6.21,1.45,0.00,1.27,1.36,3.13,1.20,0.00,0.50,1.30,1.30,5.62,0.00,1.00,1.00,33.00
21023,47.95,0.00,29.42,0.00,22.63,0.00,0.53,0.00,1.41,0.00,1.36,1.37,1.51,95.59,0.00,79.09,95.48,110.37,42.85,0.00,40.10,43.83,44.36,44.14,0.00,40.00,45.00,47.00,1.56,0.00,1.17,1.34,3.42,1.39,0.00,1.27,1.34,1.64,1.30,0.00,1.30,1.30,1.30,24.08,0.00,1.00,23.00,50.00
21024,44.54,0.00,28.86,0.00,26.60,0.00,11.42,0.00,1.03,0.00,0.28,1.37,1.65,135.86,0.00,33.89,102.07,235.65,43.19,0.00,38.04,43.60,45.57,56.21,0.00,33.00,45.00,81.00,1.22,0.00,0.52,1.34,6.21,1.45,0.00,0.53,1.43,3.13,1.21,0.00,0.50,1.30,1.30,1.00,0.01,1.00,1.00,1.00
21026,72.79,0.00,12.60,0.00,14.61,0.00,4.22,0.00,1.45,0.00,0.28,1.65,1.65,67.71,0.00,33.89,33.89,235.65,39.63,0.00,38.04,38.04,45.57,40.56,0.00,33.00,33.00,81.00,2.40,0.00,0.52,6.21,6.21,1.59,0.00,0.53,2.10,3.13,0.78,0.00,0.50,0.50,1.30,0.99,0.00,1.00,1.00,1.00
21027,42.65,0.00,31.82,0.00,25.53,0.00,2.59,0.00,1.31,0.00,0.28,1.38,1.51,105.67,0.00,79.09,102.07,235.65,43.50,0.00,40.10,43.74,45.57,47.44,0.00,40.00,45.00,81.00,1.28,0.00,0.52,1.39,3.42,1.25,0.00,0.53,1.36,3.13,1.29,0.00,1.30,1.30,1.30,9.74,0.00,1.00,1.00,41.00
22001,45.16,0.69,31.88,0.69,22.96,0.69,4.13,0.69,1.30,0.69,0.28,1.38,1.73,100.48,0.69,41.36,108.92,235.65,43.24,0.69,38.07,43.82,44.86,47.78,0.69,32.00,45.00,81.00,1.38,0.69,1.02,1.38,6.47,1.39,0.69,1.10,1.34,3.13,1.03,0.69,0.30,1.30,1.30,3.35,0.01,1.00,1.00,21.00
22006,37.67,0.00,35.23,0.00,27.10,0.00,0.54,0.00,1.36,0.00,1.24,1.38,1.38,108.24,0.00,103.09,108.92,112.23,44.15,0.00,43.82,43.82,45.83,46.01,0.00,45.00,45.00,52.00,1.15,0.00,0.56,1.38,1.38,1.20,0.00,0.74,1.34,1.34,1.30,0.00,1.30,1.30,1.30,20.05,0.00,1.00,21.00,50.00
22007,39.41,0.00,34.78,0.00,25.81,0.00,1.56,0.00,1.34,0.00,1.22,1.38,1.47,110.95,0.00,82.82,108.92,112.23,43.95,0.00,40.22,43.82,44.86,46.71,0.00,41.00,45.00,52.00,1.24,0.00,1.02,1.38,2.97,1.27,0.00,1.10,1.34,1.57,1.28,0.00,1.30,1.30,1.30,6.83,0.00,1.00,1.00,27.00
22009,47.18,1.16,31.11,1.16,21.71,1.16,6.46,1.16,1.23,1.16,0.28,1.38,1.73,102.24,1.16,41.36,95.60,235.65,43.00,1.16,38.07,43.60,44.86,49.69,1.16,32.00,45.00,81.00,1.48,1.16,1.02,1.38,6.47,1.52,1.16,1.10,1.47,3.13,0.94,1.16,0.30,0.70,1.30,1.43,0.02,1.00,1.00,1.00
23001,42.24,0.09,33.50,0.09,24.26,0.09,6.39,0.09,1.16,0.09,0.28,1.36,1.51,120.57,0.09,57.53,108.92,235.65,43.60,0.09,40.10,43.82,44.86,51.92,0.09,40.00,47.00,81.00,1.33,0.09,1.02,1.38,3.42,1.49,0.09,1.10,1.39,3.13,1.18,0.09,0.50,1.30,1.30,1.83,0.01,1.00,1.00,2.00
23004,42.88,0.00,33.73,0.00,23.39,0.00,7.03,0.00,1.14,0.00,0.28,1.22,1.67,119.27,0.00,49.67,108.92,235.65,43.54,0.00,38.07,43.82,44.86,52.59,0.00,33.00,50.00,81.00,1.35,0.00,1.02,1.38,6.29,1.52,0.00,1.10,1.39,3.13,1.12,0.00,0.30,1.30,1.30,1.67,0.00,1.00,1.00,2.00
23006,44.31,0.00,33.11,0.00,22.58,0.00,9.85,0.00,1.03,0.00,0.28,1.22,1.67,126.12,0.00,41.36,108.31,235.65,43.37,0.00,38.07,43.64,44.08,55.85,0.00,33.00,50.00,81.00,1.38,0.00,1.15,1.21,6.29,1.67,0.00,1.34,1.51,3.13,1.06,0.00,0.30,1.30,1.30,1.31,0.00,1.00,1.00,1.00
23007,39.93,0.00,35.51,0.00,24.56,0.00,7.77,0.00,1.11,0.00,0.28,1.35,1.42,124.18,0.00,57.53,108.92,235.65,43.92,0.00,43.55,43.82,44.86,53.82,0.00,44.00,47.00,81.00,1.27,0.00,1.02,1.38,2.24,1.49,0.00,1.10,1.39,3.13,1.14,0.00,0.50,1.30,1.30,1.16,0.00,1.00,1.00,1.00
23008,41.28,0.00,33.80,0.00,24.93,0.00,6.49,0.00,1.14,0.00,0.28,1.22,1.38,124.19,0.00,60.86,108.92,235.65,43.72,0.00,43.60,43.82,44.08,52.69,0.00,45.00,50.00,81.00,1.31,0.00,1.15,1.21,2.24,1.50,0.00,1.34,1.39,3.13,1.22,0.00,0.50,1.30,1.30,1.24,0.01,1.00,1.00,2.00
23011,47.05,0.00,28.08,0.00,24.87,0.00,13.77,0.00,0.94,0.00,0.28,1.17,1.67,138.89,0.00,41.36,108.31,235.65,42.90,0.00,38.07,43.60,45.57,58.83,0.00,33.00,50.00,81.00,1.28,0.00,0.52,1.21,6.29,1.65,0.00,0.53,2.44,3.13,1.04,0.00,0.30,1.30,1.30,0.98,0.04,1.00,1.00,1.00
23016,32.98,0.00,34.93,0.00,32.08,0.00,0.53,0.00,1.33,0.00,1.24,1.35,1.38,107.99,0.00,103.09,110.92,112.23,44.63,0.00,43.82,44.86,45.83,47.54,0.00,45.00,47.00,52.00,0.91,0.00,0.56,1.02,1.38,1.03,0.00,0.74,1.10,1.34,1.30,0.00,1.30,1.30,1.30,24.22,0.00,1.00,25.00,50.00
24001,40.83,0.00,35.60,0.00,23.57,0.00,5.07,0.00,1.20,0.00,0.28,1.35,1.42,114.05,0.00,57.53,108.92,235.65,43.83,0.00,43.55,43.82,44.86,50.90,0.00,44.00,47.00,81.00,1.33,0.00,1.02,1.38,2.24,1.45,0.00,1.10,1.39,3.13,1.15,0.00,0.50,1.30,1.30,1.47,0.00,1.00,1.00,1.00
24003,41.23,0.00,35.32,0.00,23.45,0.00,6.01,0.00,1.13,0.00,0.28,1.22,1.42,114.73,0.00,57.53,108.31,235.65,43.78,0.00,43.55,44.08,44.08,52.89,0.00,44.00,50.00,81.00,1.34,0.00,1.15,1.21,2.24,1.54,0.00,1.34,1.39,3.13,1.13,0.00,0.50,1.30,1.30,0.98,0.00,1.00,1.00,1.00
24004,40.87,0.00,34.42,0.00,24.71,0.00,12.25,0.00,0.95,0.00,0.28,1.22,1.42,145.03,0.00,57.53,108.92,235.65,43.78,0.00,43.55,43.82,44.08,58.88,0.00,44.00,50.00,81.00,1.30,0.00,1.15,1.21,2.24,1.71,0.00,1.34,1.39,3.13,1.19,0.00,0.50,1.30,1.30,1.01,0.00,1.00,1.00,1.00
24005,38.94,0.00,36.54,0.00,24.52,0.00,0.63,0.00,1.38,0.00,1.35,1.38,1.42,99.62,0.00,57.53,108.92,112.23,44.06,0.00,43.55,43.82,44.86,45.50,0.00,44.00,45.00,47.00,1.28,0.00,1.02,1.38,1.59,1.28,0.00,1.10,1.34,1.47,1.19,0.00,0.70,1.30,1.30,1.46,0.00,1.00,1.00,1.00
25001,42.38,0.00,31.99,0.00,25.63,0.00,9.04,0.00,1.08,0.00,0.28,1.22,1.67,128.69,0.00,41.36,108.92,235.65,43.53,0.00,38.07,43.82,45.57,54.68,0.00,33.00,50.00,81.00,1.23,0.00,0.52,1.21,6.29,1.45,0.00,0.53,1.39,3.13,1.15,0.00,0.30,1.30,1.30,4.76,0.00,1.00,1.00,28.00
25003,57.56,0.00,19.30,0.00,23.14,0.00,12.16,0.00,1.10,0.00,0.28,1.14,1.67,116.52,0.00,41.36,97.81,235.65,41.47,0.00,38.07,43.60,45.57,53.36,0.00,33.00,55.00,81.00,1.34,0.00,0.52,1.15,6.29,1.48,0.00,0.53,2.44,3.13,0.83,0.00,0.30,1.30,1.30,1.57,0.00,1.00,1.00,2.00
25006,39.02,0.00,29.46,0.00,31.53,0.00,16.61,0.00,0.80,0.00,0.28,1.14,1.38,164.15,0.00,60.86,108.92,235.65,43.79,0.00,43.60,43.60,45.57,64.18,0.00,45.00,55.00,81.00,1.01,0.00,0.52,1.15,2.24,1.39,0.00,0.53,2.44,3.13,1.25,0.00,0.50,1.30,1.30,3.11,0.00,1.00,1.00,19.00
25012,39.52,0.00,31.82,0.00,28.66,0.00,15.71,0.00,0.81,0.00,0.28,1.22,1.22,162.84,0.00,97.81,108.31,235.65,43.83,0.00,43.60,44.08,44.08,63.60,0.00,50.00,50.00,81.00,1.18,0.00,1.15,1.21,1.21,1.83,0.00,1.39,1.39,3.13,1.26,0.00,1.30,1.30,1.30,0.96,0.00,1.00,1.00,1.00
25020,48.14,0.00,27.55,0.00,24.30,0.00,1.67,0.00,1.37,0.00,1.35,1.36,1.51,103.80,0.00,82.82,110.92,112.23,42.76,0.00,40.10,44.10,44.86,45.48,0.00,40.00,46.00,47.00,1.46,0.00,1.02,1.21,3.42,1.32,0.00,1.10,1.26,1.67,1.30,0.00,1.30,1.30,1.30,17.81,0.00,1.00,18.00,50.00
25021,54.53,0.00,23.18,0.00,22.29,0.00,2.93,0.00,1.36,0.00,0.24,1.47,1.53,102.65,0.00,79.09,88.01,221.88,41.93,0.00,40.07,40.22,44.86,45.56,0.00,39.00,41.00,85.00,1.77,0.00,1.02,2.97,3.54,1.44,0.00,1.10,1.57,3.77,1.30,0.00,1.30,1.30,1.30,16.18,0.00,1.00,17.00,45.00
25029,40.20,0.00,34.00,0.00,25.80,0.00,1.31,0.00,1.34,0.00,1.17,1.35,1.52,104.48,0.00,57.53,110.92,112.23,43.84,0.00,39.05,44.86,45.83,46.51,0.00,38.00,47.00,52.00,1.19,0.00,0.56,1.02,4.19,1.22,0.00,0.74,1.10,1.85,1.23,0.00,0.70,1.30,1.30,19.11,0.00,1.00,17.00,50.00
26003,40.11,0.00,35.85,0.00,24.04,0.00,0.94,0.00,1.39,0.00,1.35,1.39,1.41,75.61,0.00,44.86,52.50,110.92,43.91,0.00,43.28,44.10,44.54,44.51,0.00,43.00,44.00,46.00,1.33,0.00,1.21,1.34,1.47,1.30,0.00,1.11,1.26,1.64,0.82,0.00,0.30,0.50,1.30,8.29,0.00,1.00,1.00,50.00
26005,39.32,0.06,37.68,0.06,23.00,0.06,1.14,0.06,1.39,0.06,1.36,1.39,1.41,65.21,0.06,44.86,48.17,110.92,44.06,0.06,43.72,44.10,44.54,44.24,0.06,43.00,44.00,46.00,1.34,0.06,1.21,1.34,1.43,1.29,0.06,1.11,1.26,1.58,0.68,0.06,0.30,0.50,1.30,3.92,0.00,1.00,1.00,23.00
26006,50.19,0.00,27.90,0.00,21.92,0.00,0.78,0.00,1.42,0.00,1.34,1.41,1.51,76.76,0.00,44.86,79.09,110.92,42.56,0.00,40.10,43.52,44.54,43.08,0.00,40.00,43.00,46.00,1.67,0.00,1.21,1.43,3.42,1.36,0.00,1.10,1.58,1.64,1.01,0.00,0.30,1.30,1.30,5.32,0.00,1.00,1.00,39.00
26008,40.89,0.00,37.03,0.00,22.08,0.00,1.25,0.00,1.40,0.00,1.36,1.41,1.45,65.70,0.00,44.86,48.17,110.92,43.87,0.00,40.63,44.10,44.54,43.88,0.00,42.00,43.00,46.00,1.39,0.00,1.21,1.34,2.57,1.28,0.00,1.11,1.26,1.58,0.71,0.00,0.30,0.50,1.30,4.09,0.00,1.00,1.00,26.00
26009,40.50,0.00,35.42,0.00,24.08,0.00,0.95,0.00,1.39,0.00,1.34,1.39,1.41,77.24,0.00,44.86,79.09,110.92,43.86,0.00,43.28,44.10,44.54,44.52,0.00,43.00,44.00,46.00,1.34,0.00,1.21,1.34,1.43,1.28,0.00,1.10,1.26,1.58,0.87,0.00,0.30,1.30,1.30,7.71,0.00,1.00,1.00,50.00
27001,38.93,0.00,35.35,0.00,25.72,0.00,3.81,0.00,1.24,0.00,0.28,1.35,1.47,115.41,0.00,60.86,110.92,235.65,44.02,0.00,40.22,44.08,44.86,49.95,0.00,41.00,47.00,81.00,1.20,0.00,1.02,1.21,2.97,1.30,0.00,1.10,1.34,3.13,1.23,0.00,0.50,1.30,1.30,8.33,0.00,1.00,1.00,50.00
27002,39.23,0.18,35.20,0.18,25.57,0.18,3.71,0.18,1.23,0.18,0.28,1.35,1.43,108.84,0.18,43.33,108.31,235.65,43.98,0.18,42.80,44.08,44.86,49.88,0.18,42.00,47.00,81.00,1.23,0.18,1.02,1.21,2.24,1.36,0.18,1.10,1.39,3.13,1.15,0.18,0.50,1.30,1.30,1.44,0.00,1.00,1.00,3.00
27003,45.92,0.08,31.19,0.08,22.89,0.08,2.71,0.08,1.33,0.08,0.28,1.38,1.55,94.98,0.08,36.11,108.92,235.65,43.13,0.08,39.68,43.82,44.86,46.60,0.08,38.00,45.00,81.00,1.41,0.08,1.02,1.38,3.93,1.39,0.08,1.10,1.34,3.13,1.05,0.08,0.50,1.30,1.30,2.45,0.00,1.00,1.00,11.00
27006,51.70,0.00,27.03,0.00,21.26,0.00,4.57,0.00,1.29,0.00,0.28,1.38,1.67,89.76,0.00,34.39,95.48,235.65,42.37,0.00,38.07,43.60,45.95,47.48,0.00,33.00,45.00,81.00,1.52,0.00,0.50,1.38,6.29,1.45,0.00,0.57,1.47,3.13,0.93,0.00,0.30,1.30,1.30,1.08,0.00,1.00,1.00,1.00
27007,43.49,0.11,33.52,0.11,22.99,0.11,4.76,0.11,1.21,0.11,0.28,1.35,1.51,111.97,0.11,57.53,108.92,235.65,43.47,0.11,40.10,43.82,44.86,50.21,0.11,40.00,47.00,81.00,1.38,0.11,1.02,1.21,3.42,1.44,0.11,1.10,1.39,3.13,1.18,0.11,0.50,1.30,1.30,5.14,0.00,1.00,1.00,32.00
27009,43.92,0.03,31.83,0.03,24.24,0.03,3.32,0.03,1.28,0.03,0.28,1.35,1.67,108.17,0.03,57.53,108.92,235.65,43.37,0.03,38.22,43.82,45.83,48.22,0.03,33.00,47.00,81.00,1.29,0.03,0.56,1.21,6.27,1.30,0.03,0.74,1.34,3.13,1.21,0.03,0.50,1.30,1.30,16.67,0.00,1.00,1.00,50.00
27021,46.51,0.00,30.09,0.00,23.40,0.00,1.79,0.00,1.37,0.00,1.17,1.38,1.55,89.94,0.00,34.39,108.92,112.23,43.03,0.00,39.68,43.82,45.95,45.28,0.00,38.00,45.00,52.00,1.36,0.00,0.50,1.38,3.93,1.30,0.00,0.57,1.34,2.05,1.04,0.00,0.50,1.30,1.30,2.04,0.00,1.00,1.00,9.00
27023,45.46,0.00,30.19,0.00,24.35,0.00,0.63,0.00,1.41,0.00,1.23,1.38,1.55,83.09,0.00,34.18,105.45,112.23,43.14,0.00,39.68,43.82,45.95,44.17,0.00,38.00,45.00,52.00,1.29,0.00,0.50,1.38,3.93,1.22,0.00,0.57,1.34,2.05,1.03,0.00,0.50,1.30,1.30,1.09,0.00,1.00,1.00,2.00
27025,45.24,0.00,31.15,0.00,23.61,0.00,0.71,0.00,1.40,0.00,1.23,1.38,1.55,90.16,0.00,34.39,108.92,112.23,43.20,0.00,39.68,43.82,45.95,44.19,0.00,38.00,45.00,52.00,1.36,0.00,0.50,1.38,3.93,1.28,0.00,0.57,1.34,1.96,1.09,0.00,0.50,1.30,1.30,1.14,0.00,1.00,1.00,2.00
27026,48.51,0.00,28.12,0.00,23.37,0.00,0.82,0.00,1.42,0.00,1.23,1.38,1.55,82.91,0.00,34.18,105.45,112.23,42.75,0.00,39.68,43.82,45.95,43.65,0.00,38.00,45.00,52.00,1.36,0.00,0.50,1.38,3.93,1.24,0.00,0.57,1.34,2.05,1.02,0.00,0.50,1.30,1.30,1.05,0.00,1.00,1.00,1.00
27029,53.64,0.00,26.03,0.00,20.33,0.00,7.02,0.00,1.20,0.00,0.28,1.22,1.73,98.42,0.00,34.18,95.48,235.65,42.13,0.00,38.07,43.60,44.21,50.01,0.00,32.00,50.00,81.00,1.63,0.00,1.15,1.38,6.47,1.62,0.00,1.34,1.80,3.13,0.91,0.00,0.30,1.30,1.30,1.05,0.00,1.00,1.00,1.00
27030,44.96,0.00,30.36,0.00,24.68,0.00,0.60,0.00,1.40,0.00,1.23,1.38,1.55,87.79,0.00,34.39,108.92,112.23,43.20,0.00,39.80,43.82,45.95,44.29,0.00,38.00,45.00,52.00,1.27,0.00,0.50,1.38,3.90,1.21,0.00,0.57,1.34,1.96,1.07,0.00,0.50,1.30,1.30,2.69,0.00,1.00,1.00,15.00
27032,41.52,0.00,31.73,0.00,26.75,0.00,16.39,0.00,0.79,0.00,0.28,1.14,1.22,159.78,0.00,60.86,108.31,235.65,43.61,0.00,43.60,43.60,44.08,63.88,0.00,50.00,55.00,81.00,1.20,0.00,1.15,1.15,2.24,1.76,0.00,1.39,2.44,3.13,1.18,0.00,0.50,1.30,1.30,1.00,0.00,1.00,1.00,1.00
27034,42.04,0.20,35.77,0.20,22.20,0.20,4.89,0.20,1.18,0.20,0.28,1.22,1.42,109.35,0.20,57.53,108.31,235.65,43.71,0.20,43.55,43.82,44.08,51.07,0.20,43.00,50.00,81.00,1.39,0.20,1.15,1.38,2.24,1.48,0.20,1.34,1.39,3.13,1.12,0.20,0.50,1.30,1.30,1.13,0.00,1.00,1.00,2.00
27035,40.21,0.58,35.78,0.58,24.01,0.58,1.79,0.58,1.31,0.58,1.17,1.38,1.42,102.58,0.58,44.86,108.92,112.23,43.90,0.58,43.55,43.82,44.86,47.18,0.58,44.00,45.00,50.00,1.34,0.58,1.02,1.38,1.59,1.38,0.58,1.10,1.34,1.51,1.18,0.58,0.50,1.30,1.30,2.42,0.00,1.00,1.00,18.00
27038,62.24,0.00,21.37,0.00,16.38,0.00,0.57,0.00,1.49,0.00,1.35,1.55,1.55,49.29,0.00,34.18,36.11,112.23,41.05,0.00,39.68,39.80,44.86,40.29,0.00,38.00,38.00,47.00,2.39,0.00,1.02,3.90,3.93,1.72,0.00,1.10,1.96,2.05,0.64,0.00,0.50,0.50,1.30,8.35,0.00,1.00,1.00,50.00
27041,48.34,0.02,29.32,0.02,22.34,0.02,2.49,0.02,1.35,0.02,1.04,1.39,1.73,81.20,0.02,34.18,76.78,112.23,42.81,0.02,38.14,43.73,45.95,45.57,0.02,32.00,45.00,55.00,1.43,0.02,0.50,1.39,6.47,1.34,0.02,0.57,1.45,2.44,0.89,0.02,0.30,1.30,1.30,10.56,0.00,1.00,1.00,50.00
27042,50.37,0.00,33.09,0.00,16.54,0.00,3.84,0.00,1.27,0.00,0.28,1.38,1.55,80.86,0.00,34.18,60.86,235.65,42.73,0.00,39.68,43.64,44.08,47.63,0.00,38.00,45.00,81.00,1.79,0.00,1.15,1.43,3.93,1.62,0.00,1.34,1.51,3.13,0.79,0.00,0.50,0.50,1.30,1.02,0.00,1.00,1.00,1.00
27043,40.90,0.32,34.57,0.32,24.53,0.32,5.63,0.32,1.16,0.32,0.28,1.22,1.42,110.72,0.32,43.33,108.31,235.65,43.78,0.32,43.55,43.82,44.08,51.85,0.32,43.00,50.00,81.00,1.32,0.32,1.15,1.21,2.24,1.51,0.32,1.34,1.39,3.13,1.09,0.32,0.50,1.30,1.30,1.19,0.00,1.00,1.00,2.00
27047,39.33,0.00,36.42,0.00,24.24,0.00,1.78,0.00,1.21,0.00,1.17,1.22,1.22,101.58,0.00,60.86,108.31,108.31,44.02,0.00,43.64,44.08,44.08,50.00,0.00,50.00,50.00,50.00,1.29,0.00,1.21,1.21,2.24,1.41,0.00,1.39,1.39,1.51,1.19,0.00,0.50,1.30,1.30,0.65,0.00,0.00,1.00,1.00
27049,52.22,0.00,29.53,0.00,18.26,0.00,3.98,0.00,1.32,0.00,0.28,1.39,1.73,77.88,0.00,34.18,57.53,235.65,42.41,0.00,38.14,43.64,44.86,46.26,0.00,32.00,44.00,81.00,1.69,0.00,1.02,1.43,6.47,1.52,0.00,1.10,1.57,3.13,0.77,0.00,0.30,0.50,1.30,1.72,0.00,1.00,1.00,2.00
27051,43.29,0.00,31.39,0.00,25.31,0.00,0.52,0.00,1.38,0.00,1.22,1.36,1.47,104.55,0.00,82.82,110.92,112.23,43.42,0.00,40.22,44.10,44.86,45.24,0.00,41.00,46.00,50.00,1.34,0.00,1.02,1.21,2.97,1.28,0.00,1.10,1.26,1.57,1.30,0.00,1.30,1.30,1.30,1.98,0.00,1.00,1.00,17.00
27062,38.79,0.00,35.40,0.00,25.80,0.00,3.62,0.00,1.24,0.00,0.28,1.35,1.47,115.07,0.00,60.86,110.92,235.65,44.04,0.00,40.22,44.10,44.86,49.74,0.00,41.00,47.00,81.00,1.20,0.00,1.02,1.21,2.97,1.29,0.00,1.10,1.26,3.13,1.23,0.00,0.50,1.30,1.30,10.29,0.00,1.00,1.00,50.00
27064,38.36,0.00,36.21,0.00,25.43,0.00,0.56,0.00,1.37,0.00,1.35,1.38,1.39,102.03,0.00,44.86,108.92,112.23,44.11,0.00,43.73,43.82,44.86,45.51,0.00,44.00,45.00,47.00,1.24,0.00,1.02,1.38,1.43,1.27,0.00,1.10,1.34,1.58,1.20,0.00,0.50,1.30,1.30,3.55,0.00,1.00,1.00,21.00
27065,59.34,0.00,23.34,0.00,17.32,0.00,3.86,0.00,1.35,0.00,0.28,1.55,1.73,74.29,0.00,34.18,36.11,235.65,41.43,0.00,37.94,39.80,44.08,44.87,0.00,32.00,38.00,81.00,2.02,0.00,1.15,3.90,6.73,1.67,0.00,1.34,1.96,3.13,0.80,0.00,0.50,0.50,1.30,1.01,0.00,1.00,1.00,1.00
